Date,Nasdaq_Close,Shares_Bought,Cumulative_Shares,Cumulative_Principal,Portfolio_Value,Cumulative_Return,Peak_Value,Drawdown,Daily_Strategy_Return
2022-08-24,12431.53,0.008036018092704598,206.26738500508665,605400.0,2564219.184712285,3.2355784352697143,3288866.8253253014,-0.22033353100010106,0.004056726544460374
2022-08-25,12639.27,0.00790393749006074,206.2752889425767,605500.0,2607169.0712732417,3.305811843556138,3288866.8253253014,-0.2072743562623984,0.01671004406019924
2022-08-26,12141.71,0.008227836112046822,206.28351677868875,605600.0,2504634.6385069727,3.1357903542057013,3288866.8253253014,-0.23845057537127864,-0.0393647260641757
2022-08-29,12017.67,0.008312759461692657,206.29182953815044,605700.0,2479147.1310857446,3.0930281180217016,3288866.8253253014,-0.24620020731896541,-0.010215655993195493
2022-08-30,11883.14,0.0084068688915556,206.300236407042,605800.0,2451494.591257977,3.046706159224128,3288866.8253253014,-0.2546081305631766,-0.011193938466156055
2022-08-31,11816.2,0.008454494676799647,206.30869090171882,605900.0,2437784.75343289,3.0234110470917477,3288866.8253253014,-0.2587766902991674,-0.005633002240391105
2022-09-01,11785.13,0.008476783879346262,206.31716768559818,606000.0,2431474.6424065735,3.012334393410187,3288866.8253253014,-0.2606953180093947,-0.0026293740987099836
2022-09-02,11630.86,0.008589218682023513,206.3257569042802,606100.0,2399745.9929477167,2.959323532334131,3288866.8253253014,-0.2703426072260137,-0.013089727497468635
2022-09-06,11544.91,0.008653164035059608,206.33441006831526,606200.0,2382112.1941417935,2.929581316631134,3288866.8253253014,-0.2757042712101366,-0.007389557020757353
2022-09-07,11791.9,0.008471917163476625,206.34288198547875,606300.0,2433174.630084567,3.0131529442265657,3288866.8253253014,-0.2601784263964833,0.021392903649850036
2022-09-08,11862.13,0.008421758992693556,206.35130374447144,606400.0,2447765.990686407,3.036553414720328,3288866.8253253014,-0.25574183428838027,0.005955497346116019
2022-09-09,12112.31,0.00824780739594677,206.35955155186738,606500.0,2499490.859857199,3.1211720690143427,3288866.8253253014,-0.24001457261499956,0.021089744850091158
2022-09-12,12266.41,0.008144192147498739,206.3676957440149,606600.0,2531390.7667513415,3.17308072329598,3288866.8253253014,-0.23031521153157,0.01272204479734714
2022-09-13,11633.57,0.008587217853161154,206.37628296186804,606700.0,2400892.9341766993,2.957298391588428,3288866.8253253014,-0.2699938727560891,-0.05158929840468598
2022-09-14,11719.68,0.008524123525557013,206.3848070853936,606800.0,2418763.8959025457,2.9860973894241027,3288866.8253253014,-0.2645600979409356,0.00740150521598268
2022-09-15,11552.36,0.008647583697183952,206.39345466909077,606900.0,2384331.4899810175,2.928705701072693,3288866.8253253014,-0.2750294807862329,-0.014276291435836704
2022-09-16,11448.4,0.008726110198805074,206.40218077928958,607000.0,2362974.726433619,2.892874343383227,3288866.8253253014,-0.2815231348870755,-0.008998691569691287
2022-09-19,11535.02,0.008660583163271498,206.41084136245286,607100.0,2380953.1833327212,2.9218467852622654,3288866.8253253014,-0.27605667550943735,0.007565760277959849
2022-09-20,11425.05,0.008743944227815197,206.41958530668066,607200.0,2358354.0831080917,2.883982350309769,3288866.8253253014,-0.28292806964756706,-0.009533218486475783
2022-09-21,11220.19,0.008903592541659277,206.42848889922232,607300.0,2316166.8668621653,2.8138759539966496,3288866.8253253014,-0.29575534982840984,-0.017930057044060907
2022-09-22,11066.81,0.009026991517880945,206.4375158907402,607400.0,2284604.7652348024,2.761285421855124,3288866.8253253014,-0.3053519991619507,-0.013669453239753576
2022-09-23,10867.93,0.009192182871991262,206.4467080736122,607500.0,2243648.372074452,2.6932483490937487,3288866.8253253014,-0.31780504008321064,-0.01797010877951696
2022-09-26,10802.92,0.009247499750067575,206.45595557336227,607600.0,2230327.1715825866,2.670716213927891,3288866.8253253014,-0.3218554322697499,-0.005981597873854764
2022-09-27,10829.5,0.009224802622466412,206.46518037598474,607700.0,2235914.670881727,2.679306682379014,3288866.8253253014,-0.32015651905863574,0.0024602907322217376
2022-09-28,11051.64,0.009039382390305875,206.47421975837506,607800.0,2281878.746050448,2.75432501818106,3288866.8253253014,-0.3061808619068217,0.020511526943888886
2022-09-29,10737.51,0.009303833011564134,206.48352359138661,607900.0,2217118.89939775,2.6471770018058067,3288866.8253253014,-0.3258714879163722,-0.028422633981563108
2022-09-30,10575.62,0.00944625468766843,206.4929698460743,608000.0,2183791.1817635405,2.5917618121110864,3288866.8253253014,-0.3360049835561396,-0.01507641741791449
2022-10-03,10815.43,0.009236803344850828,206.50220664941915,608100.0,2233410.1608623276,2.672767901434513,3288866.8253253014,-0.3209180305920653,0.022674654997599006
2022-10-04,11176.41,0.008938469508545231,206.5111451189277,608200.0,2308053.2274186346,2.794891856985588,3288866.8253253014,-0.2982223513442672,0.03337484998390469
2022-10-05,11148.64,0.008960734224084733,206.52010585315176,608300.0,2302418.3129186817,2.7850046242292974,3288866.8253253014,-0.29993568143612814,-0.002484633356151433
2022-10-06,11073.31,0.00902169270073718,206.5291275458525,608400.0,2286961.053344764,2.7589760903102625,3288866.8253253014,-0.3046355554033232,-0.006756627943687184
2022-10-07,10652.4,0.009378168300101386,206.5385057141526,608500.0,2200130.778269439,2.615662741609596,3288866.8253253014,-0.33103682966797404,-0.03800959967736396
2022-10-10,10542.1,0.009476290302691115,206.5479820044553,608600.0,2177449.481089168,2.5778006590357676,3288866.8253253014,-0.33793321629135986,-0.010354048950351058
2022-10-11,10426.19,0.009581640081372007,206.55756364453666,608700.0,2153608.4044950316,2.5380456784869914,3288866.8253253014,-0.3451822409130177,-0.010994504052400128
2022-10-12,10417.1,0.009590001055956072,206.5671536455926,608800.0,2151830.6962415027,2.5345445076240187,3288866.8253253014,-0.34572276394053586,-0.0008718488768534935
