轮次,方案标签,A_LO,A_HI,B_HI,B_MULT,C_MULT,与仓库基准买入一致,成交笔数,收益合计_pct,固定份额0p5_合计_pct,单笔均值_pct,夏普_笔收益,胜率_pct,波动率_笔收益标准差_pct,最大回撤_链式净值_pct,盈亏比_均盈除以均亏绝对值,盈亏比_总盈利除以总亏损绝对值,份额合计,加权收益合计_pts,加权收益率合计_pct,加权笔均_pct,加权胜率_pct,夏普_笔收益_加权,波动率_笔收益标准差_pct_加权,最大回撤_链式净值_pct_加权,盈亏比_均盈除以均亏绝对值_加权,盈亏比_总盈利除以总亏损绝对值_加权
买1+2,买扫|A_LO=-5.0%·A_HI=2.0%·B_HI=8.0%·B×=0.98·C×=0.96,-0.05,0.02,0.08,0.98,0.96,False,148,298.4076,149.2038,2.0163,0.2839,54.7297,7.101,26.3971,1.593,2.0161,52.15,125.3489,250.6978,2.4036,56.6635,0.3408,2.6774,11.7209,1.8545,2.3471
买1+2,买扫|A_LO=-4.0%·A_HI=2.0%·B_HI=8.0%·B×=0.98·C×=0.96,-0.04,0.02,0.08,0.98,0.96,False,148,298.4076,149.2038,2.0163,0.2839,54.7297,7.101,26.3971,1.593,2.0161,52.15,125.3489,250.6978,2.4036,56.6635,0.3408,2.6774,11.7209,1.8545,2.3471
买1+2,买扫|A_LO=-6.0%·A_HI=2.0%·B_HI=7.0%·B×=0.98·C×=0.95,-0.06,0.02,0.07,0.98,0.95,False,145,297.1012,148.5506,2.049,0.2921,55.1724,7.0148,27.3205,1.5981,2.0621,51.55,125.5516,251.1032,2.4355,57.032,0.348,2.6852,13.2902,1.8552,2.3938
买1+2,买扫|A_LO=-5.0%·A_HI=2.0%·B_HI=7.0%·B×=0.98·C×=0.95,-0.05,0.02,0.07,0.98,0.95,False,145,297.1012,148.5506,2.049,0.2921,55.1724,7.0148,27.3205,1.5981,2.0621,51.55,125.5516,251.1032,2.4355,57.032,0.348,2.6852,13.2902,1.8552,2.3938
买1+2,买扫|A_LO=-4.0%·A_HI=2.0%·B_HI=7.0%·B×=0.98·C×=0.95,-0.04,0.02,0.07,0.98,0.95,False,145,297.1012,148.5506,2.049,0.2921,55.1724,7.0148,27.3205,1.5981,2.0621,51.55,125.5516,251.1032,2.4355,57.032,0.348,2.6852,13.2902,1.8552,2.3938
买1+2,买扫|A_LO=-6.0%·A_HI=4.0%·B_HI=8.0%·B×=0.98·C×=0.95,-0.06,0.04,0.08,0.98,0.95,False,156,295.515,147.7575,1.8943,0.2649,53.2051,7.1524,25.784,1.6234,1.9249,55.4,125.9244,251.8487,2.273,55.1444,0.3185,2.7148,11.1418,1.8682,2.2152
买1+2,买扫|A_LO=-5.0%·A_HI=4.0%·B_HI=8.0%·B×=0.98·C×=0.95,-0.05,0.04,0.08,0.98,0.95,False,156,295.515,147.7575,1.8943,0.2649,53.2051,7.1524,25.784,1.6234,1.9249,55.4,125.9244,251.8487,2.273,55.1444,0.3185,2.7148,11.1418,1.8682,2.2152
买1+2,买扫|A_LO=-4.0%·A_HI=4.0%·B_HI=8.0%·B×=0.98·C×=0.95,-0.04,0.04,0.08,0.98,0.95,False,156,295.515,147.7575,1.8943,0.2649,53.2051,7.1524,25.784,1.6234,1.9249,55.4,125.9244,251.8487,2.273,55.1444,0.3185,2.7148,11.1418,1.8682,2.2152
买1+2,买扫|A_LO=-6.0%·A_HI=4.0%·B_HI=6.0%·B×=0.97·C×=0.95,-0.06,0.04,0.06,0.97,0.95,False,149,294.6449,147.3224,1.9775,0.2785,55.7047,7.1,32.3272,1.5216,2.0046,53.55,125.3864,250.7728,2.3415,57.0495,0.3303,2.73,14.266,1.7439,2.2975
买1+2,买扫|A_LO=-5.0%·A_HI=4.0%·B_HI=6.0%·B×=0.97·C×=0.95,-0.05,0.04,0.06,0.97,0.95,False,149,294.6449,147.3224,1.9775,0.2785,55.7047,7.1,32.3272,1.5216,2.0046,53.55,125.3864,250.7728,2.3415,57.0495,0.3303,2.73,14.266,1.7439,2.2975
买1+2,买扫|A_LO=-4.0%·A_HI=4.0%·B_HI=6.0%·B×=0.97·C×=0.95,-0.04,0.04,0.06,0.97,0.95,False,149,294.6449,147.3224,1.9775,0.2785,55.7047,7.1,32.3272,1.5216,2.0046,53.55,125.3864,250.7728,2.3415,57.0495,0.3303,2.73,14.266,1.7439,2.2975
买1+2,买扫|A_LO=-6.0%·A_HI=2.0%·B_HI=7.0%·B×=0.97·C×=0.95,-0.06,0.02,0.07,0.97,0.95,False,137,294.5946,147.2973,2.1503,0.3062,56.2044,7.0233,21.3192,1.5925,2.1513,48.95,124.8396,249.6792,2.5503,58.1205,0.3645,2.7042,10.5198,1.8597,2.5122
买1+2,买扫|A_LO=-5.0%·A_HI=2.0%·B_HI=7.0%·B×=0.97·C×=0.95,-0.05,0.02,0.07,0.97,0.95,False,137,294.5946,147.2973,2.1503,0.3062,56.2044,7.0233,21.3192,1.5925,2.1513,48.95,124.8396,249.6792,2.5503,58.1205,0.3645,2.7042,10.5198,1.8597,2.5122
买1+2,买扫|A_LO=-4.0%·A_HI=2.0%·B_HI=7.0%·B×=0.97·C×=0.95,-0.04,0.02,0.07,0.97,0.95,False,137,294.5946,147.2973,2.1503,0.3062,56.2044,7.0233,21.3192,1.5925,2.1513,48.95,124.8396,249.6792,2.5503,58.1205,0.3645,2.7042,10.5198,1.8597,2.5122
买1+2,买扫|A_LO=-6.0%·A_HI=4.0%·B_HI=8.0%·B×=0.97·C×=0.95,-0.06,0.04,0.08,0.97,0.95,False,153,293.6869,146.8434,1.9195,0.2694,54.2484,7.1252,24.2459,1.5843,1.9626,54.55,125.1469,250.2938,2.2942,56.0037,0.3227,2.7157,10.5195,1.8217,2.2567
买1+2,买扫|A_LO=-5.0%·A_HI=4.0%·B_HI=8.0%·B×=0.97·C×=0.95,-0.05,0.04,0.08,0.97,0.95,False,153,293.6869,146.8434,1.9195,0.2694,54.2484,7.1252,24.2459,1.5843,1.9626,54.55,125.1469,250.2938,2.2942,56.0037,0.3227,2.7157,10.5195,1.8217,2.2567
买1+2,买扫|A_LO=-4.0%·A_HI=4.0%·B_HI=8.0%·B×=0.97·C×=0.95,-0.04,0.04,0.08,0.97,0.95,False,153,293.6869,146.8434,1.9195,0.2694,54.2484,7.1252,24.2459,1.5843,1.9626,54.55,125.1469,250.2938,2.2942,56.0037,0.3227,2.7157,10.5195,1.8217,2.2567
买1+2,买扫|A_LO=-6.0%·A_HI=2.0%·B_HI=6.0%·B×=0.97·C×=0.96,-0.06,0.02,0.06,0.97,0.96,False,137,293.2038,146.6019,2.1402,0.3029,57.6642,7.0649,26.8369,1.485,2.133,48.8,123.9626,247.9253,2.5402,59.1189,0.362,2.703,12.0618,1.7388,2.4976
买1+2,买扫|A_LO=-5.0%·A_HI=2.0%·B_HI=6.0%·B×=0.97·C×=0.96,-0.05,0.02,0.06,0.97,0.96,False,137,293.2038,146.6019,2.1402,0.3029,57.6642,7.0649,26.8369,1.485,2.133,48.8,123.9626,247.9253,2.5402,59.1189,0.362,2.703,12.0618,1.7388,2.4976
买1+2,买扫|A_LO=-4.0%·A_HI=2.0%·B_HI=6.0%·B×=0.97·C×=0.96,-0.04,0.02,0.06,0.97,0.96,False,137,293.2038,146.6019,2.1402,0.3029,57.6642,7.0649,26.8369,1.485,2.133,48.8,123.9626,247.9253,2.5402,59.1189,0.362,2.703,12.0618,1.7388,2.4976
买1+2,买扫|A_LO=-6.0%·A_HI=2.0%·B_HI=6.0%·B×=0.96·C×=0.96,-0.06,0.02,0.06,0.96,0.96,False,130,290.5821,145.2911,2.2352,0.3138,58.4615,7.1227,29.5981,1.4757,2.1991,46.55,124.736,249.472,2.6796,60.1504,0.3789,2.745,13.0961,1.7537,2.6133
买1+2,买扫|A_LO=-6.0%·A_HI=2.0%·B_HI=7.0%·B×=0.96·C×=0.96,-0.06,0.02,0.07,0.96,0.96,False,130,290.5821,145.2911,2.2352,0.3138,58.4615,7.1227,29.5981,1.4757,2.1991,46.55,124.736,249.472,2.6796,60.1504,0.3789,2.745,13.0961,1.7537,2.6133
买1+2,买扫|A_LO=-6.0%·A_HI=2.0%·B_HI=8.0%·B×=0.96·C×=0.96,-0.06,0.02,0.08,0.96,0.96,False,130,290.5821,145.2911,2.2352,0.3138,58.4615,7.1227,29.5981,1.4757,2.1991,46.55,124.736,249.472,2.6796,60.1504,0.3789,2.745,13.0961,1.7537,2.6133
买1+2,买扫|A_LO=-5.0%·A_HI=2.0%·B_HI=6.0%·B×=0.96·C×=0.96,-0.05,0.02,0.06,0.96,0.96,False,130,290.5821,145.2911,2.2352,0.3138,58.4615,7.1227,29.5981,1.4757,2.1991,46.55,124.736,249.472,2.6796,60.1504,0.3789,2.745,13.0961,1.7537,2.6133
买1+2,买扫|A_LO=-5.0%·A_HI=2.0%·B_HI=7.0%·B×=0.96·C×=0.96,-0.05,0.02,0.07,0.96,0.96,False,130,290.5821,145.2911,2.2352,0.3138,58.4615,7.1227,29.5981,1.4757,2.1991,46.55,124.736,249.472,2.6796,60.1504,0.3789,2.745,13.0961,1.7537,2.6133
买1+2,买扫|A_LO=-5.0%·A_HI=2.0%·B_HI=8.0%·B×=0.96·C×=0.96,-0.05,0.02,0.08,0.96,0.96,False,130,290.5821,145.2911,2.2352,0.3138,58.4615,7.1227,29.5981,1.4757,2.1991,46.55,124.736,249.472,2.6796,60.1504,0.3789,2.745,13.0961,1.7537,2.6133
买1+2,买扫|A_LO=-4.0%·A_HI=2.0%·B_HI=6.0%·B×=0.96·C×=0.96,-0.04,0.02,0.06,0.96,0.96,False,130,290.5821,145.2911,2.2352,0.3138,58.4615,7.1227,29.5981,1.4757,2.1991,46.55,124.736,249.472,2.6796,60.1504,0.3789,2.745,13.0961,1.7537,2.6133
买1+2,买扫|A_LO=-4.0%·A_HI=2.0%·B_HI=7.0%·B×=0.96·C×=0.96,-0.04,0.02,0.07,0.96,0.96,False,130,290.5821,145.2911,2.2352,0.3138,58.4615,7.1227,29.5981,1.4757,2.1991,46.55,124.736,249.472,2.6796,60.1504,0.3789,2.745,13.0961,1.7537,2.6133
买1+2,买扫|A_LO=-4.0%·A_HI=2.0%·B_HI=8.0%·B×=0.96·C×=0.96,-0.04,0.02,0.08,0.96,0.96,False,130,290.5821,145.2911,2.2352,0.3138,58.4615,7.1227,29.5981,1.4757,2.1991,46.55,124.736,249.472,2.6796,60.1504,0.3789,2.745,13.0961,1.7537,2.6133
买1+2,买扫|A_LO=-6.0%·A_HI=2.0%·B_HI=6.0%·B×=0.97·C×=0.95,-0.06,0.02,0.06,0.97,0.95,False,133,289.3026,144.6513,2.1752,0.3106,57.8947,7.0025,25.5975,1.4977,2.1759,47.95,123.5166,247.0332,2.5759,59.3326,0.369,2.7227,12.6078,1.7498,2.5421
买1+2,买扫|A_LO=-5.0%·A_HI=2.0%·B_HI=6.0%·B×=0.97·C×=0.95,-0.05,0.02,0.06,0.97,0.95,False,133,289.3026,144.6513,2.1752,0.3106,57.8947,7.0025,25.5975,1.4977,2.1759,47.95,123.5166,247.0332,2.5759,59.3326,0.369,2.7227,12.6078,1.7498,2.5421
买1+2,买扫|A_LO=-4.0%·A_HI=2.0%·B_HI=6.0%·B×=0.97·C×=0.95,-0.04,0.02,0.06,0.97,0.95,False,133,289.3026,144.6513,2.1752,0.3106,57.8947,7.0025,25.5975,1.4977,2.1759,47.95,123.5166,247.0332,2.5759,59.3326,0.369,2.7227,12.6078,1.7498,2.5421
买1+2,买扫|A_LO=-6.0%·A_HI=2.0%·B_HI=8.0%·B×=0.97·C×=0.95,-0.06,0.02,0.08,0.97,0.95,False,137,288.3446,144.1723,2.1047,0.2991,56.2044,7.0358,21.3192,1.5681,2.1183,48.95,123.2771,246.5542,2.5184,58.1205,0.3594,2.7078,10.5198,1.8391,2.4845
买1+2,买扫|A_LO=-5.0%·A_HI=2.0%·B_HI=8.0%·B×=0.97·C×=0.95,-0.05,0.02,0.08,0.97,0.95,False,137,288.3446,144.1723,2.1047,0.2991,56.2044,7.0358,21.3192,1.5681,2.1183,48.95,123.2771,246.5542,2.5184,58.1205,0.3594,2.7078,10.5198,1.8391,2.4845
买1+2,买扫|A_LO=-4.0%·A_HI=2.0%·B_HI=8.0%·B×=0.97·C×=0.95,-0.04,0.02,0.08,0.97,0.95,False,137,288.3446,144.1723,2.1047,0.2991,56.2044,7.0358,21.3192,1.5681,2.1183,48.95,123.2771,246.5542,2.5184,58.1205,0.3594,2.7078,10.5198,1.8391,2.4845
买1+2,买扫|A_LO=-6.0%·A_HI=2.0%·B_HI=8.0%·B×=0.98·C×=0.95,-0.06,0.02,0.08,0.98,0.95,False,145,287.8218,143.9109,1.985,0.2821,54.4828,7.0359,27.3205,1.6072,2.0154,51.55,123.2317,246.4635,2.3905,56.547,0.3407,2.6908,13.2902,1.8772,2.354
买1+2,买扫|A_LO=-5.0%·A_HI=2.0%·B_HI=8.0%·B×=0.98·C×=0.95,-0.05,0.02,0.08,0.98,0.95,False,145,287.8218,143.9109,1.985,0.2821,54.4828,7.0359,27.3205,1.6072,2.0154,51.55,123.2317,246.4635,2.3905,56.547,0.3407,2.6908,13.2902,1.8772,2.354
买1+2,买扫|A_LO=-4.0%·A_HI=2.0%·B_HI=8.0%·B×=0.98·C×=0.95,-0.04,0.02,0.08,0.98,0.95,False,145,287.8218,143.9109,1.985,0.2821,54.4828,7.0359,27.3205,1.6072,2.0154,51.55,123.2317,246.4635,2.3905,56.547,0.3407,2.6908,13.2902,1.8772,2.354
买1+2,买扫|A_LO=-6.0%·A_HI=2.0%·B_HI=6.0%·B×=0.96·C×=0.95,-0.06,0.02,0.06,0.96,0.95,False,126,286.6809,143.3405,2.2752,0.3223,58.7302,7.0586,28.1081,1.489,2.2487,45.7,124.29,248.5799,2.7197,60.3939,0.3866,2.7664,13.0961,1.7648,2.6652
买1+2,买扫|A_LO=-5.0%·A_HI=2.0%·B_HI=6.0%·B×=0.96·C×=0.95,-0.05,0.02,0.06,0.96,0.95,False,126,286.6809,143.3405,2.2752,0.3223,58.7302,7.0586,28.1081,1.489,2.2487,45.7,124.29,248.5799,2.7197,60.3939,0.3866,2.7664,13.0961,1.7648,2.6652
买1+2,买扫|A_LO=-4.0%·A_HI=2.0%·B_HI=6.0%·B×=0.96·C×=0.95,-0.04,0.02,0.06,0.96,0.95,False,126,286.6809,143.3405,2.2752,0.3223,58.7302,7.0586,28.1081,1.489,2.2487,45.7,124.29,248.5799,2.7197,60.3939,0.3866,2.7664,13.0961,1.7648,2.6652
买1+2,买扫|A_LO=-6.0%·A_HI=2.0%·B_HI=7.0%·B×=0.96·C×=0.95,-0.06,0.02,0.07,0.96,0.95,False,127,283.1539,141.577,2.2296,0.3165,58.2677,7.0447,29.5981,1.5034,2.225,45.95,123.4082,246.8164,2.6857,60.0653,0.3822,2.7596,13.0961,1.787,2.6448
买1+2,买扫|A_LO=-5.0%·A_HI=2.0%·B_HI=7.0%·B×=0.96·C×=0.95,-0.05,0.02,0.07,0.96,0.95,False,127,283.1539,141.577,2.2296,0.3165,58.2677,7.0447,29.5981,1.5034,2.225,45.95,123.4082,246.8164,2.6857,60.0653,0.3822,2.7596,13.0961,1.787,2.6448
买1+2,买扫|A_LO=-4.0%·A_HI=2.0%·B_HI=7.0%·B×=0.96·C×=0.95,-0.04,0.02,0.07,0.96,0.95,False,127,283.1539,141.577,2.2296,0.3165,58.2677,7.0447,29.5981,1.5034,2.225,45.95,123.4082,246.8164,2.6857,60.0653,0.3822,2.7596,13.0961,1.787,2.6448
买1+2,买扫|A_LO=-6.0%·A_HI=4.0%·B_HI=6.0%·B×=0.96·C×=0.96,-0.06,0.04,0.06,0.96,0.96,False,149,282.9731,141.4866,1.8991,0.2648,55.0336,7.1721,30.6256,1.5169,1.9435,53.2,122.0728,244.1456,2.2946,56.5789,0.3211,2.7372,13.9047,1.758,2.2524
买1+2,买扫|A_LO=-6.0%·A_HI=4.0%·B_HI=7.0%·B×=0.96·C×=0.96,-0.06,0.04,0.07,0.96,0.96,False,149,282.9731,141.4866,1.8991,0.2648,55.0336,7.1721,30.6256,1.5169,1.9435,53.2,122.0728,244.1456,2.2946,56.5789,0.3211,2.7372,13.9047,1.758,2.2524
买1+2,买扫|A_LO=-6.0%·A_HI=4.0%·B_HI=8.0%·B×=0.96·C×=0.96,-0.06,0.04,0.08,0.96,0.96,False,149,282.9731,141.4866,1.8991,0.2648,55.0336,7.1721,30.6256,1.5169,1.9435,53.2,122.0728,244.1456,2.2946,56.5789,0.3211,2.7372,13.9047,1.758,2.2524
买1+2,买扫|A_LO=-5.0%·A_HI=4.0%·B_HI=6.0%·B×=0.96·C×=0.96,-0.05,0.04,0.06,0.96,0.96,False,149,282.9731,141.4866,1.8991,0.2648,55.0336,7.1721,30.6256,1.5169,1.9435,53.2,122.0728,244.1456,2.2946,56.5789,0.3211,2.7372,13.9047,1.758,2.2524
买1+2,买扫|A_LO=-5.0%·A_HI=4.0%·B_HI=7.0%·B×=0.96·C×=0.96,-0.05,0.04,0.07,0.96,0.96,False,149,282.9731,141.4866,1.8991,0.2648,55.0336,7.1721,30.6256,1.5169,1.9435,53.2,122.0728,244.1456,2.2946,56.5789,0.3211,2.7372,13.9047,1.758,2.2524
买1+2,买扫|A_LO=-5.0%·A_HI=4.0%·B_HI=8.0%·B×=0.96·C×=0.96,-0.05,0.04,0.08,0.96,0.96,False,149,282.9731,141.4866,1.8991,0.2648,55.0336,7.1721,30.6256,1.5169,1.9435,53.2,122.0728,244.1456,2.2946,56.5789,0.3211,2.7372,13.9047,1.758,2.2524
买1+2,买扫|A_LO=-4.0%·A_HI=4.0%·B_HI=6.0%·B×=0.96·C×=0.96,-0.04,0.04,0.06,0.96,0.96,False,149,282.9731,141.4866,1.8991,0.2648,55.0336,7.1721,30.6256,1.5169,1.9435,53.2,122.0728,244.1456,2.2946,56.5789,0.3211,2.7372,13.9047,1.758,2.2524
买1+2,买扫|A_LO=-4.0%·A_HI=4.0%·B_HI=7.0%·B×=0.96·C×=0.96,-0.04,0.04,0.07,0.96,0.96,False,149,282.9731,141.4866,1.8991,0.2648,55.0336,7.1721,30.6256,1.5169,1.9435,53.2,122.0728,244.1456,2.2946,56.5789,0.3211,2.7372,13.9047,1.758,2.2524
买1+2,买扫|A_LO=-4.0%·A_HI=4.0%·B_HI=8.0%·B×=0.96·C×=0.96,-0.04,0.04,0.08,0.96,0.96,False,149,282.9731,141.4866,1.8991,0.2648,55.0336,7.1721,30.6256,1.5169,1.9435,53.2,122.0728,244.1456,2.2946,56.5789,0.3211,2.7372,13.9047,1.758,2.2524
买1+2,买扫|A_LO=-6.0%·A_HI=2.0%·B_HI=8.0%·B×=0.96·C×=0.95,-0.06,0.02,0.08,0.96,0.95,False,127,279.9964,139.9982,2.2047,0.3127,58.2677,7.05,29.5981,1.4907,2.2062,45.95,122.6188,245.2377,2.6685,60.0653,0.3795,2.7614,13.0961,1.7763,2.6289
买1+2,买扫|A_LO=-5.0%·A_HI=2.0%·B_HI=8.0%·B×=0.96·C×=0.95,-0.05,0.02,0.08,0.96,0.95,False,127,279.9964,139.9982,2.2047,0.3127,58.2677,7.05,29.5981,1.4907,2.2062,45.95,122.6188,245.2377,2.6685,60.0653,0.3795,2.7614,13.0961,1.7763,2.6289
买1+2,买扫|A_LO=-4.0%·A_HI=2.0%·B_HI=8.0%·B×=0.96·C×=0.95,-0.04,0.02,0.08,0.96,0.95,False,127,279.9964,139.9982,2.2047,0.3127,58.2677,7.05,29.5981,1.4907,2.2062,45.95,122.6188,245.2377,2.6685,60.0653,0.3795,2.7614,13.0961,1.7763,2.6289
买1+2,买扫|A_LO=-6.0%·A_HI=4.0%·B_HI=6.0%·B×=0.96·C×=0.95,-0.06,0.04,0.06,0.96,0.95,False,145,279.0719,139.536,1.9246,0.2703,55.1724,7.1198,31.4774,1.5282,1.9719,52.35,121.6268,243.2536,2.3233,56.7335,0.3265,2.7567,13.9047,1.7694,2.2831
买1+2,买扫|A_LO=-5.0%·A_HI=4.0%·B_HI=6.0%·B×=0.96·C×=0.95,-0.05,0.04,0.06,0.96,0.95,False,145,279.0719,139.536,1.9246,0.2703,55.1724,7.1198,31.4774,1.5282,1.9719,52.35,121.6268,243.2536,2.3233,56.7335,0.3265,2.7567,13.9047,1.7694,2.2831
买1+2,买扫|A_LO=-4.0%·A_HI=4.0%·B_HI=6.0%·B×=0.96·C×=0.95,-0.04,0.04,0.06,0.96,0.95,False,145,279.0719,139.536,1.9246,0.2703,55.1724,7.1198,31.4774,1.5282,1.9719,52.35,121.6268,243.2536,2.3233,56.7335,0.3265,2.7567,13.9047,1.7694,2.2831
买1+2,买扫|A_LO=-6.0%·A_HI=4.0%·B_HI=7.0%·B×=0.96·C×=0.95,-0.06,0.04,0.07,0.96,0.95,False,146,275.5449,137.7725,1.8873,0.2656,54.7945,7.1056,32.8975,1.5391,1.9544,52.6,120.7451,241.4901,2.2955,56.4639,0.3229,2.7503,13.9047,1.7865,2.2686
买1+2,买扫|A_LO=-5.0%·A_HI=4.0%·B_HI=7.0%·B×=0.96·C×=0.95,-0.05,0.04,0.07,0.96,0.95,False,146,275.5449,137.7725,1.8873,0.2656,54.7945,7.1056,32.8975,1.5391,1.9544,52.6,120.7451,241.4901,2.2955,56.4639,0.3229,2.7503,13.9047,1.7865,2.2686
买1+2,买扫|A_LO=-4.0%·A_HI=4.0%·B_HI=7.0%·B×=0.96·C×=0.95,-0.04,0.04,0.07,0.96,0.95,False,146,275.5449,137.7725,1.8873,0.2656,54.7945,7.1056,32.8975,1.5391,1.9544,52.6,120.7451,241.4901,2.2955,56.4639,0.3229,2.7503,13.9047,1.7865,2.2686
买1+2,买扫|A_LO=-6.0%·A_HI=4.0%·B_HI=8.0%·B×=0.96·C×=0.95,-0.06,0.04,0.08,0.96,0.95,False,146,272.3874,136.1937,1.8657,0.2624,54.7945,7.1091,32.8975,1.5279,1.9402,52.6,119.9557,239.9113,2.2805,56.4639,0.3207,2.7515,13.9047,1.7774,2.257
买1+2,买扫|A_LO=-5.0%·A_HI=4.0%·B_HI=8.0%·B×=0.96·C×=0.95,-0.05,0.04,0.08,0.96,0.95,False,146,272.3874,136.1937,1.8657,0.2624,54.7945,7.1091,32.8975,1.5279,1.9402,52.6,119.9557,239.9113,2.2805,56.4639,0.3207,2.7515,13.9047,1.7774,2.257
买1+2,买扫|A_LO=-4.0%·A_HI=4.0%·B_HI=8.0%·B×=0.96·C×=0.95,-0.04,0.04,0.08,0.96,0.95,False,146,272.3874,136.1937,1.8657,0.2624,54.7945,7.1091,32.8975,1.5279,1.9402,52.6,119.9557,239.9113,2.2805,56.4639,0.3207,2.7515,13.9047,1.7774,2.257
