轮次,方案标签,止损_sl,止盈_tp,成交笔数,收益合计_pct,单笔均值_pct,夏普_笔收益,胜率_pct,波动率_笔收益标准差_pct,最大回撤_链式净值_pct,盈亏比_均盈除以均亏绝对值,盈亏比_总盈利除以总亏损绝对值
A,基准,-0.07,0.07,40,223.8107,5.5953,0.5543,70.0,10.0935,38.4599,1.3548,3.1611
A,A|开盘 SL=-10.0% TP=10.0%,-0.1,0.1,22,155.8129,7.0824,0.6086,72.7273,11.6367,32.6545,1.289,3.4372
A,A|开盘 SL=-10.0% TP=6.5%,-0.1,0.065,33,253.0141,7.6671,0.8047,81.8182,9.5278,21.5831,1.1017,4.9577
A,A|开盘 SL=-10.0% TP=8.0%,-0.1,0.08,31,243.3386,7.8496,0.7967,80.6452,9.8524,27.2258,1.1535,4.8063
