轮次,方案标签,止损_sl,止盈_tp,sse_tail_exit,开盘平仓笔数,盘中平仓笔数,上证破MA5笔数,D1弱转弱到期笔数,成交笔数,收益合计_pct,单笔均值_pct,夏普_笔收益,胜率_pct,波动率_笔收益标准差_pct,最大回撤_链式净值_pct,盈亏比_均盈除以均亏绝对值,盈亏比_总盈利除以总亏损绝对值
C,C|破MA5·SL=-7.0%·TP=7.0%,-0.07,0.07,ma5,40,57,22,32,151,260.7856,1.7271,0.236,52.3179,7.3169,35.0058,1.5513,1.7762
C,C|破MA5·SL=-10.0%·TP=10.0%,-0.1,0.1,ma5,22,36,39,54,151,313.5473,2.0765,0.2752,54.3046,7.5466,28.3732,1.6401,2.0377
C,C|破MA5·盘中 SL=-10.0%·TP=6.5%,-0.1,0.065,ma5,33,43,30,45,151,338.7144,2.2431,0.3136,57.6159,7.1523,24.5131,1.529,2.1807
C,C|破MA5·盘中 SL=-10.0%·TP=8.0%,-0.1,0.08,ma5,31,34,36,50,151,315.1542,2.0871,0.2848,55.6291,7.3289,24.1291,1.5704,2.0611
