策略,样本,胜率,盈亏比,单笔平均收益,总收益_线性,净值_顺序复利
基准_D1卖,190,0.5473684210526316,1.1124581174188173,0.007525398396715072,1.4298256953758637,2.748585338253902
动态强势_不创新高则卖,190,0.4052631578947368,2.1934193021594166,0.012437434692687535,2.3631125916106317,4.634547629274845
动态强势_日涨<1%则卖,190,0.4631578947368421,1.7315214149716232,0.011868613709642543,2.255036604832083,4.461784726611267
D1强势直接拿到D5,190,0.30526315789473685,2.770407611918164,0.007479810601163594,1.4211640142210828,1.411364198337196
动态强势+5%止损(收盘口径),190,0.4052631578947368,2.9567050111353232,0.018928690822820785,3.5964512563359494,17.72741439839092
