策略,样本,胜率,盈亏比,单笔平均收益,总收益_线性,净值_顺序复利,未成交数
扩展网格_止损-6|止盈7|强势阈值0.5|强势参考d0|最多D5|转弱阈值-1(可成交),93,0.462366,1.859592,0.014144,1.315354,2.774417,0
扩展网格_止损-7|止盈9|强势阈值0.5|强势参考d0|最多D5|转弱阈值0(可成交),93,0.483871,1.785115,0.014139,1.314894,2.825492,0
扩展网格_止损-6|止盈7|强势阈值0.5|强势参考d0|最多D3|转弱阈值-2(可成交),93,0.451613,1.917188,0.014129,1.314033,2.744023,0
扩展网格_止损-5|止盈6|强势阈值0.5|强势参考d0|最多D4|转弱阈值0(可成交),93,0.473118,1.788291,0.014107,1.311989,2.800620,0
扩展网格_止损-5|止盈6|强势阈值0.5|强势参考d0|最多D5|转弱阈值0(可成交),93,0.473118,1.788291,0.014107,1.311989,2.800620,0
扩展网格_止损-7|止盈12|强势阈值1.0|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.494624,1.686794,0.014101,1.311415,2.721830,0
扩展网格_止损-7|止盈7|强势阈值0.0|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.430108,2.104032,0.014099,1.311193,2.756751,0
扩展网格_止损-7|止盈12|强势阈值1.0|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.569892,1.231428,0.014098,1.311085,2.775710,0
扩展网格_止损-7|止盈6|强势阈值0.0|强势参考d0|最多D5|转弱阈值1(可成交),93,0.462366,1.872684,0.014091,1.310469,2.795811,0
扩展网格_止损-7|止盈6|强势阈值0.0|强势参考d0|最多D4|转弱阈值1(可成交),93,0.462366,1.872684,0.014091,1.310469,2.795811,0
扩展网格_止损-6|止盈8|强势阈值0.5|强势参考d0|最多D3|转弱阈值1(可成交),93,0.483871,1.726444,0.014089,1.310304,2.766822,0
扩展网格_止损-7|止盈9|强势阈值1.0|强势参考d0|最多D5|转弱阈值0(可成交),93,0.516129,1.571206,0.014075,1.308956,2.812698,0
扩展网格_止损-7|止盈6|强势阈值2.0|强势参考d0|最多D3|转弱阈值0(可成交),93,0.559140,1.344626,0.014071,1.308582,2.906031,0
扩展网格_止损-7|止盈6|强势阈值2.0|强势参考d0|最多D3|转弱阈值1(可成交),93,0.559140,1.344626,0.014071,1.308582,2.906031,0
扩展网格_止损-7|止盈6|强势阈值2.0|强势参考d0|最多D3|转弱阈值-1(可成交),93,0.559140,1.344626,0.014071,1.308582,2.906031,0
扩展网格_止损-7|止盈8|强势阈值0.0|强势参考d0|最多D3|转弱阈值0(可成交),93,0.451613,1.944156,0.014068,1.308326,2.750273,0
扩展网格_止损-7|止盈6|强势阈值2.0|强势参考d0|最多D3|转弱阈值-2(可成交),93,0.548387,1.399328,0.014024,1.304228,2.892415,0
扩展网格_止损-7|止盈9|强势阈值0.5|强势参考d0|最多D3|转弱阈值-2(可成交),93,0.462366,1.878757,0.014022,1.304033,2.748387,0
扩展网格_止损-6|止盈12|强势阈值2.0|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.548387,1.339876,0.014022,1.304022,2.765986,0
扩展网格_止损-7|止盈6|强势阈值0.0|强势参考d0|最多D5|转弱阈值0(可成交),93,0.451613,1.943163,0.014016,1.303459,2.770954,0
扩展网格_止损-7|止盈6|强势阈值0.0|强势参考d0|最多D4|转弱阈值0(可成交),93,0.451613,1.943163,0.014016,1.303459,2.770954,0
扩展网格_止损-5|止盈6|强势阈值0.5|强势参考d0|最多D3|转弱阈值-2(可成交),93,0.451613,1.901532,0.014008,1.302765,2.724346,0
扩展网格_止损-7|止盈7|强势阈值2.0|强势参考d0|最多D4|转弱阈值1(可成交),93,0.548387,1.398713,0.014002,1.302179,2.869896,0
扩展网格_止损-7|止盈7|强势阈值2.0|强势参考d0|最多D5|转弱阈值1(可成交),93,0.548387,1.398713,0.014002,1.302179,2.869896,0
扩展网格_止损-7|止盈7|强势阈值0.0|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.569892,1.224370,0.013984,1.300510,2.826551,0
扩展网格_止损-7|止盈6|强势阈值0.0|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.569892,1.223409,0.013955,1.297848,2.823942,0
扩展网格_止损-5|止盈7|强势阈值1.0|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.473118,1.765852,0.013951,1.297475,2.728837,0
扩展网格_止损-6|止盈12|强势阈值0.5|强势参考d0|最多D3|转弱阈值-1(可成交),93,0.462366,1.849105,0.013941,1.296543,2.635462,0
扩展网格_止损-7|止盈12|强势阈值0.0|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.569892,1.222636,0.013932,1.295708,2.730997,0
扩展网格_止损-6|止盈6|强势阈值0.0|强势参考d0|最多D3|转弱阈值0(可成交),93,0.462366,1.813983,0.013927,1.295170,2.702011,0
扩展网格_止损-5|止盈7|强势阈值1.0|强势参考d0|最多D3|转弱阈值-1(可成交),93,0.473118,1.764076,0.013913,1.293943,2.706353,0
扩展网格_止损-7|止盈7|强势阈值2.0|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.569892,1.247731,0.013907,1.293385,2.836097,0
扩展网格_止损-6|止盈7|强势阈值1.0|强势参考d0|最多D5|转弱阈值-1(可成交),93,0.483871,1.697604,0.013904,1.293106,2.717233,0
"动态强势+5%止损(收盘口径,可成交)",92,0.402174,2.421405,0.013900,1.278800,2.480351,1
"动态强势_不创新高则卖(最多D5,可成交)",92,0.402174,2.421405,0.013900,1.278800,2.480351,1
扩展网格_止损-7|止盈9|强势阈值0.5|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.473118,1.832380,0.013890,1.291785,2.753653,0
扩展网格_止损-7|止盈6|强势阈值2.0|强势参考d0|最多D4|转弱阈值1(可成交),93,0.559140,1.337404,0.013888,1.291589,2.861695,0
扩展网格_止损-7|止盈6|强势阈值2.0|强势参考d0|最多D5|转弱阈值1(可成交),93,0.559140,1.337404,0.013888,1.291589,2.861695,0
扩展网格_止损-7|止盈6|强势阈值2.0|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.559140,1.337404,0.013888,1.291589,2.861695,0
扩展网格_止损-7|止盈6|强势阈值2.0|强势参考d0|最多D4|转弱阈值0(可成交),93,0.559140,1.337404,0.013888,1.291589,2.861695,0
扩展网格_止损-7|止盈6|强势阈值2.0|强势参考d0|最多D5|转弱阈值0(可成交),93,0.559140,1.337404,0.013888,1.291589,2.861695,0
扩展网格_止损-7|止盈6|强势阈值2.0|强势参考d0|最多D5|转弱阈值-1(可成交),93,0.559140,1.337404,0.013888,1.291589,2.861695,0
扩展网格_止损-5|止盈6|强势阈值1.0|强势参考d0|最多D5|转弱阈值0(可成交),93,0.494624,1.632727,0.013868,1.289741,2.742896,0
扩展网格_止损-5|止盈6|强势阈值1.0|强势参考d0|最多D4|转弱阈值0(可成交),93,0.494624,1.632727,0.013868,1.289741,2.742896,0
扩展网格_止损-7|止盈6|强势阈值1.0|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.569892,1.223629,0.013867,1.289636,2.808614,0
扩展网格_止损-6|止盈12|强势阈值1.0|强势参考d0|最多D3|转弱阈值0(可成交),93,0.483871,1.708503,0.013867,1.289595,2.626013,0
扩展网格_止损-7|止盈7|强势阈值2.0|强势参考d0|最多D3|转弱阈值1(可成交),93,0.548387,1.393155,0.013867,1.289594,2.838662,0
扩展网格_止损-7|止盈7|强势阈值2.0|强势参考d0|最多D3|转弱阈值-1(可成交),93,0.548387,1.393155,0.013867,1.289594,2.838662,0
扩展网格_止损-7|止盈7|强势阈值2.0|强势参考d0|最多D3|转弱阈值0(可成交),93,0.548387,1.393155,0.013867,1.289594,2.838662,0
扩展网格_止损-7|止盈6|强势阈值0.0|强势参考prev_close|最多D3|转弱阈值-1(可成交),93,0.559140,1.263555,0.013860,1.288990,2.789864,0
扩展网格_止损-6|止盈8|强势阈值0.5|强势参考d0|最多D3|转弱阈值-1(可成交),93,0.473118,1.775446,0.013852,1.288216,2.699388,0
扩展网格_止损-7|止盈12|强势阈值0.5|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.569892,1.219373,0.013835,1.286672,2.706477,0
扩展网格_止损-7|止盈9|强势阈值1.0|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.505376,1.612472,0.013826,1.285847,2.741185,0
扩展网格_止损-7|止盈7|强势阈值2.0|强势参考d0|最多D4|转弱阈值-2(可成交),93,0.526882,1.501669,0.013815,1.284787,2.805917,0
扩展网格_止损-7|止盈7|强势阈值2.0|强势参考d0|最多D5|转弱阈值-2(可成交),93,0.526882,1.500855,0.013796,1.283052,2.801428,0
扩展网格_止损-7|止盈10|强势阈值0.5|强势参考d0|最多D3|转弱阈值-2(可成交),93,0.462366,1.867055,0.013793,1.282718,2.677727,0
扩展网格_止损-7|止盈6|强势阈值2.0|强势参考prev_close|最多D4|转弱阈值1(可成交),93,0.569892,1.243442,0.013786,1.282133,2.818308,0
扩展网格_止损-7|止盈6|强势阈值2.0|强势参考prev_close|最多D5|转弱阈值1(可成交),93,0.569892,1.243442,0.013786,1.282133,2.818308,0
扩展网格_止损-7|止盈8|强势阈值1.0|强势参考d0|最多D3|转弱阈值-2(可成交),93,0.473118,1.788851,0.013780,1.281561,2.685555,0
扩展网格_止损-6|止盈8|强势阈值0.5|强势参考d0|最多D4|转弱阈值0(可成交),93,0.473118,1.785730,0.013777,1.281301,2.700607,0
扩展网格_止损-6|止盈8|强势阈值1.0|强势参考d0|最多D3|转弱阈值0(可成交),93,0.494624,1.640943,0.013777,1.281268,2.689710,0
扩展网格_止损-6|止盈9|强势阈值0.5|强势参考d0|最多D3|转弱阈值0(可成交),93,0.483871,1.711483,0.013770,1.280591,2.691709,0
扩展网格_止损-7|止盈10|强势阈值2.0|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.569892,1.242507,0.013760,1.279683,2.781482,0
扩展网格_止损-6|止盈8|强势阈值0.5|强势参考d0|最多D5|转弱阈值0(可成交),93,0.473118,1.784820,0.013759,1.279567,2.696287,0
扩展网格_止损-7|止盈12|强势阈值0.0|强势参考d0|最多D3|转弱阈值1(可成交),93,0.440860,2.004024,0.013758,1.279481,2.590764,0
扩展网格_止损-7|止盈10|强势阈值0.5|强势参考d0|最多D4|转弱阈值0(可成交),93,0.483871,1.765689,0.013756,1.279341,2.714107,0
扩展网格_止损-7|止盈7|强势阈值0.5|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.569892,1.216647,0.013754,1.279123,2.769261,0
扩展网格_止损-5|止盈6|强势阈值0.5|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.462366,1.833944,0.013747,1.278475,2.703218,0
扩展网格_止损-6|止盈6|强势阈值0.5|强势参考d0|最多D5|转弱阈值-1(可成交),93,0.473118,1.763681,0.013719,1.275841,2.696035,0
扩展网格_止损-7|止盈8|强势阈值0.5|强势参考d0|最多D4|转弱阈值-2(可成交),93,0.451613,1.943787,0.013711,1.275159,2.678927,0
扩展网格_止损-7|止盈6|强势阈值2.0|强势参考prev_close|最多D4|转弱阈值0(可成交),93,0.559140,1.289915,0.013711,1.275124,2.793251,0
扩展网格_止损-7|止盈6|强势阈值2.0|强势参考prev_close|最多D5|转弱阈值0(可成交),93,0.559140,1.289915,0.013711,1.275124,2.793251,0
扩展网格_止损-5|止盈7|强势阈值0.5|强势参考d0|最多D4|转弱阈值1(可成交),93,0.462366,1.844034,0.013701,1.274231,2.681590,0
扩展网格_止损-5|止盈7|强势阈值0.5|强势参考d0|最多D5|转弱阈值1(可成交),93,0.462366,1.844034,0.013701,1.274231,2.681590,0
扩展网格_止损-7|止盈12|强势阈值1.0|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.569892,1.217913,0.013698,1.273913,2.678149,0
扩展网格_止损-7|止盈10|强势阈值1.0|强势参考d0|最多D4|转弱阈值0(可成交),93,0.516129,1.553993,0.013692,1.273402,2.701818,0
扩展网格_止损-7|止盈7|强势阈值2.0|强势参考prev_close|最多D3|转弱阈值-1(可成交),93,0.559140,1.283215,0.013692,1.273351,2.772574,0
扩展网格_止损-7|止盈7|强势阈值2.0|强势参考prev_close|最多D3|转弱阈值-2(可成交),93,0.559140,1.281757,0.013674,1.271691,2.767779,0
扩展网格_止损-7|止盈8|强势阈值0.0|强势参考d0|最多D3|转弱阈值1(可成交),93,0.451613,1.923419,0.013668,1.271154,2.653606,0
扩展网格_止损-7|止盈6|强势阈值0.0|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.440860,1.993541,0.013655,1.269946,2.674584,0
扩展网格_止损-5|止盈12|强势阈值0.5|强势参考d0|最多D3|转弱阈值0(可成交),93,0.451613,1.907354,0.013654,1.269825,2.568082,0
扩展网格_止损-7|止盈6|强势阈值0.5|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.569892,1.213180,0.013651,1.269524,2.748637,0
扩展网格_止损-6|止盈12|强势阈值2.0|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.548387,1.325157,0.013622,1.266850,2.668766,0
扩展网格_止损-7|止盈12|强势阈值0.5|强势参考prev_close|最多D3|转弱阈值-1(可成交),93,0.559140,1.255316,0.013620,1.266638,2.645857,0
扩展网格_止损-7|止盈12|强势阈值0.5|强势参考d0|最多D4|转弱阈值1(可成交),93,0.473118,1.825497,0.013617,1.266408,2.618057,0
扩展网格_止损-7|止盈12|强势阈值0.5|强势参考d0|最多D5|转弱阈值1(可成交),93,0.473118,1.825497,0.013617,1.266408,2.618057,0
扩展网格_止损-5|止盈12|强势阈值2.0|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.537634,1.375656,0.013616,1.266244,2.665264,0
扩展网格_止损-6|止盈7|强势阈值0.0|强势参考d0|最多D3|转弱阈值0(可成交),93,0.451613,1.875827,0.013602,1.265007,2.611771,0
扩展网格_止损-7|止盈10|强势阈值2.0|强势参考prev_close|最多D3|转弱阈值-2(可成交),93,0.559140,1.278762,0.013591,1.263970,2.729505,0
扩展网格_止损-5|止盈6|强势阈值0.5|强势参考d0|最多D4|转弱阈值1(可成交),93,0.473118,1.763429,0.013588,1.263641,2.673927,0
扩展网格_止损-5|止盈6|强势阈值0.5|强势参考d0|最多D5|转弱阈值1(可成交),93,0.473118,1.763429,0.013588,1.263641,2.673927,0
扩展网格_止损-7|止盈7|强势阈值0.0|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.569892,1.210946,0.013584,1.263338,2.727203,0
扩展网格_止损-5|止盈8|强势阈值0.5|强势参考d0|最多D3|转弱阈值0(可成交),93,0.462366,1.830816,0.013564,1.261498,2.630374,0
扩展网格_止损-7|止盈6|强势阈值0.5|强势参考prev_close|最多D3|转弱阈值-1(可成交),93,0.559140,1.253115,0.013556,1.260666,2.715468,0
扩展网格_止损-7|止盈12|强势阈值1.0|强势参考d0|最多D4|转弱阈值1(可成交),93,0.505376,1.606397,0.013553,1.260470,2.606203,0
扩展网格_止损-7|止盈12|强势阈值1.0|强势参考d0|最多D5|转弱阈值1(可成交),93,0.505376,1.606397,0.013553,1.260470,2.606203,0
扩展网格_止损-7|止盈10|强势阈值2.0|强势参考prev_close|最多D3|转弱阈值-1(可成交),93,0.559140,1.277891,0.013545,1.259648,2.719182,0
扩展网格_止损-6|止盈10|强势阈值0.5|强势参考d0|最多D3|转弱阈值0(可成交),93,0.483871,1.700751,0.013541,1.259276,2.622507,0
扩展网格_止损-7|止盈6|强势阈值2.0|强势参考d0|最多D4|转弱阈值-2(可成交),93,0.548387,1.379437,0.013540,1.259174,2.771078,0
扩展网格_止损-7|止盈6|强势阈值2.0|强势参考d0|最多D5|转弱阈值-2(可成交),93,0.548387,1.379437,0.013540,1.259174,2.771078,0
扩展网格_止损-6|止盈8|强势阈值1.0|强势参考d0|最多D4|转弱阈值0(可成交),93,0.494624,1.630207,0.013538,1.259053,2.644944,0
扩展网格_止损-7|止盈12|强势阈值0.0|强势参考prev_close|最多D3|转弱阈值1(可成交),93,0.569892,1.209212,0.013533,1.258536,2.635007,0
扩展网格_止损-7|止盈6|强势阈值0.0|强势参考prev_close|最多D3|转弱阈值-2(可成交),93,0.559140,1.244914,0.013522,1.257577,2.699571,0
扩展网格_止损-7|止盈12|强势阈值0.0|强势参考d0|最多D3|转弱阈值-1(可成交),93,0.430108,2.063836,0.013520,1.257393,2.527621,0
扩展网格_止损-5|止盈6|强势阈值0.0|强势参考d0|最多D3|转弱阈值0(可成交),93,0.451613,1.865468,0.013520,1.257392,2.603618,0
扩展网格_止损-6|止盈8|强势阈值1.0|强势参考d0|最多D5|转弱阈值0(可成交),93,0.494624,1.629369,0.013520,1.257319,2.640713,0
扩展网格_止损-7|止盈8|强势阈值1.0|强势参考d0|最多D4|转弱阈值-2(可成交),93,0.473118,1.775928,0.013516,1.257032,2.634464,0
扩展网格_止损-5|止盈6|强势阈值1.0|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.483871,1.674056,0.013508,1.256228,2.647501,0
扩展网格_止损-7|止盈12|强势阈值1.0|强势参考prev_close|最多D3|转弱阈值-1(可成交),93,0.559140,1.253702,0.013483,1.253879,2.618164,0
扩展网格_止损-7|止盈6|强势阈值0.5|强势参考d0|最多D2|转弱阈值-1(可成交),93,0.526882,1.487874,0.013482,1.253783,2.773635,0
扩展网格_止损-7|止盈6|强势阈值0.5|强势参考d0|最多D2|转弱阈值1(可成交),93,0.526882,1.487874,0.013482,1.253783,2.773635,0
扩展网格_止损-7|止盈6|强势阈值0.5|强势参考d0|最多D2|转弱阈值0(可成交),93,0.526882,1.487874,0.013482,1.253783,2.773635,0
扩展网格_止损-7|止盈6|强势阈值0.5|强势参考d0|最多D2|转弱阈值-2(可成交),93,0.526882,1.487874,0.013482,1.253783,2.773635,0
扩展网格_止损-6|止盈6|强势阈值1.0|强势参考d0|最多D5|转弱阈值-1(可成交),93,0.494624,1.610130,0.013480,1.253594,2.640467,0
扩展网格_止损-6|止盈12|强势阈值1.0|强势参考d0|最多D3|转弱阈值1(可成交),93,0.483871,1.690002,0.013467,1.252423,2.533713,0
扩展网格_止损-5|止盈7|强势阈值1.0|强势参考d0|最多D5|转弱阈值1(可成交),93,0.483871,1.683197,0.013462,1.251983,2.626319,0
扩展网格_止损-5|止盈7|强势阈值1.0|强势参考d0|最多D4|转弱阈值1(可成交),93,0.483871,1.683197,0.013462,1.251983,2.626319,0
扩展网格_止损-7|止盈7|强势阈值1.0|强势参考prev_close|最多D3|转弱阈值0(可成交),93,0.569892,1.209540,0.013450,1.250887,2.701680,0
扩展网格_止损-7|止盈10|强势阈值0.5|强势参考d0|最多D5|转弱阈值0(可成交),93,0.483871,1.749638,0.013440,1.249965,2.642274,0
扩展网格_止损-7|止盈7|强势阈值0.5|强势参考d0|最多D5|转弱阈值-2(可成交),93,0.440860,1.989479,0.013440,1.249917,2.596824,0
扩展网格_止损-7|止盈8|强势阈值0.0|强势参考d0|最多D3|转弱阈值-1(可成交),93,0.440860,1.979969,0.013431,1.249066,2.588931,0
扩展网格_止损-6|止盈6|强势阈值0.5|强势参考d0|最多D4|转弱阈值-2(可成交),93,0.462366,1.814240,0.013428,1.248843,2.616736,0
扩展网格_止损-6|止盈7|强势阈值1.0|强势参考d0|最多D3|转弱阈值-2(可成交),93,0.462366,1.803148,0.013417,1.247826,2.573787,0
扩展网格_止损-6|止盈8|强势阈值0.5|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.462366,1.830678,0.013417,1.247787,2.606683,0
扩展网格_止损-6|止盈6|强势阈值0.0|强势参考d0|最多D3|转弱阈值1(可成交),93,0.462366,1.789674,0.013407,1.246822,2.579778,0
扩展网格_止损-6|止盈12|强势阈值2.0|强势参考prev_close|最多D3|转弱阈值-1(可成交),93,0.537634,1.363615,0.013407,1.246816,2.608991,0
扩展网格_止损-7|止盈9|强势阈值0.5|强势参考d0|最多D5|转弱阈值1(可成交),93,0.483871,1.747633,0.013401,1.246294,2.650202,0
扩展网格_止损-7|止盈9|强势阈值0.5|强势参考d0|最多D4|转弱阈值1(可成交),93,0.483871,1.747633,0.013401,1.246294,2.650202,0
扩展网格_止损-7|止盈10|强势阈值0.5|强势参考d0|最多D4|转弱阈值-1(可成交),93,0.473118,1.806809,0.013396,1.245827,2.619714,0
扩展网格_止损-6|止盈7|强势阈值0.5|强势参考d0|最多D4|转弱阈值-2(可成交),93,0.440860,1.962755,0.013393,1.245544,2.577957,0
扩展网格_止损-7|止盈12|强势阈值1.0|强势参考prev_close|最多D3|转弱阈值-2(可成交),93,0.559140,1.246339,0.013378,1.244142,2.589774,0
扩展网格_止损-6|止盈8|强势阈值1.0|强势参考d0|最多D3|转弱阈值1(可成交),93,0.494624,1.622978,0.013377,1.244096,2.595172,0
扩展网格_止损-7|止盈10|强势阈值1.0|强势参考d0|最多D5|转弱阈值0(可成交),93,0.516129,1.539771,0.013377,1.244026,2.630309,0
